URL	Name	Price	Brand	Response Time	Refresh Rate	Resolution	Panel
https://www.newegg.com/gigabyte-aorus-fo32u2-32-uhd-240-hz-qd-oled/p/N82E16824012081?recaptcha=pass	GIGABYTE - AORUS FO32U2 - 32" QD OLED Gaming Monitor - UHD 3840x2160 - 240Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black	$849.99	AORUS	0.03ms GTG	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/msi-mpg-491cqpx-qd-oled-49-dqhd-240-hz-metallic-black/p/N82E16824475437?recaptcha=pass	MSI 49" 240 Hz OLED DQHD Gaming Monitor Adaptive Sync MPG 491CQPX QD-OLED	$1,099.99	MSI	0.03ms (GTG)	240 Hz	5120 x 1440	OLED
https://www.newegg.com/msi-mag-32c6x-32-fhd-250hz-va-metallic-black/p/N82E16824475396?recaptcha=pass	MSI 32" 250Hz (OC) VA FHD Gaming Monitor 81% Adobe RGB / 78% DCI-P3 /101% sRGB MAG 32C6X	$184.99	MSI	1ms (MPRT)	250Hz (OC)	1920 x 1080	VA
https://www.newegg.com/msi-mag-274urfw-27-uhd-160-hz-rapid-ips-white-rgb/p/N82E16824475389?recaptcha=pass	MSI 27" 160 Hz Rapid IPS UHD Gaming Monitor MAG 274URFW	$359.99	MSI	0.5ms (GTG)	160 Hz	3840 x 2160 (4K)	Rapid IPS
https://www.newegg.com/msi-mag-274cxf-27-fhd-280-hz-rapid-va-metallic-black/p/N82E16824475432?recaptcha=pass	MSI 27" 280 Hz Rapid VA FHD Gaming Monitor 0.5ms (GTG) Adaptive Sync 1920 x 1080 Curved MAG 274CXF	$159.99	MSI	0.5ms (GtG, Min.)	280 Hz	1920 x 1080	Rapid VA
https://www.newegg.com/asus-vg34vq3b-34-uwqhd-180-hz-tuf-gaming-va/p/N82E16824281324?recaptcha=pass	ASUS TUF Gaming Monitor 34" Ultra-wide Curved Monitor (VG34VQ3B) - 21:9 QHD (3440x1440), 180Hz, 1ms, Extreme Low Motion Blur Sync, FreeSync Premium, Speaker, 90% DCI-P3, DisplayWidget Center	$338.99	ASUS	1ms MPRT*	180 Hz	3440 x 1440 (2K)	VA
https://www.newegg.com/msi-mag274qrfw-27-qhd-180-hz-rapid-ips-white/p/N82E16824475368?recaptcha=pass	MSI 27" 180 Hz Rapid IPS QHD Gaming Monitor 2560 x 1440 (2K) 1ms (GTG) MAG 274QRFW	$224.99	MSI	1ms (GTG)	180 Hz	2560 x 1440 (2K)	Rapid IPS
https://www.newegg.com/msi-mag-325cqrxf-e2-31-5-qhd-240-hz-rapid-va-metallic-black-rgb/p/N82E16824475438?recaptcha=pass	MSI 31.5" 240 Hz Rapid VA QHD Gaming Monitor Adaptive Sync MAG 325CQRXF E2	$359.99	MSI	0.5ms (GTG)	240 Hz	2560 x 1440 (2K)	Rapid VA
https://www.newegg.com/asrock-phantom-gaming-cl27ffa-27-fhd-120-hz-ips-black/p/N82E16824028020?recaptcha=pass	ASRock Phantom Gaming 27" 120 Hz IPS FHD Gaming Monitor sRGB 99% CL27FFA CL27FFA	$109.99	ASRock Phantom Gaming	1ms (MPRT), 4ms (GTG)	120 Hz	NaN	IPS
https://www.newegg.com/msi-mag-27c6f-e20-27-fhd-200-hz-rapid-va-metallic-black/p/N82E16824475482?recaptcha=pass	MSI 27" 200 Hz Rapid VA FHD Gaming Monitor AMD Adaptive Sync 81% ADOBE RGB / 76% DCI-P3 / 98% sRGB (CIE1976 Standard) MAG 276CF E20	$149.99	MSI	0.5ms (GTG)	200 Hz	1920 x 1080	Rapid VA
https://www.newegg.com/msi-g274qpf-27-qhd-170-hz-rapid-ips/p/N82E16824475366?recaptcha=pass	MSI 27" Gaming Monitor, 2560 x 1440 (QHD), Rapid IPS, 1ms, 170Hz, G-Sync Compatible, HDR Ready, HDMI, Displayport, Tilt, Swivel, Height Adjustable, Pivot, G274QPF	$119.99	MSI	1ms GtG	170 Hz	2560 x 1440 (2K)	Rapid IPS
https://www.newegg.com/asrock-pg27qft1b-27-qhd-180-hz-ips-black/p/N82E16824946003?recaptcha=pass	ASRock Phantom Gaming Monitor 27" 180 Hz IPS QHD FreeSync (AMD Adaptive Sync) 99% sRGB / 90% DCI-P3 PG27QFT1B	$157.77	ASRock Phantom Gaming	1ms (MPRT), 5ms (GTG)	180 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/asus-xg27aqdmg-27-qhd-240-hz-oled/p/N82E16824281313?recaptcha=pass	ASUS ROG Strix 27” 1440P OLED Gaming Monitor (XG27AQDMG) - Glossy WOLED panel, 240 Hz, 0.03 ms, OLED Anti-flicker, ASUS OLED Care, G-SYNC® compatible, 99% DCI-P3, and DisplayWidget Center	$699.00	ASUS	0.03 ms (GTG)	240 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/msi-mag321cup-32-uhd-160-hz-va-metallic-black/p/N82E16824475384?recaptcha=pass	MSI 32" (31.5" Actual Size) 160 Hz VA UHD Gaming Monitor 90% Adobe RGB / 91% DCI-P3 / 114% sRGB MAG321CUP	$369.99	MSI	1ms (MPRT)	160 Hz	3840 x 2160 (4K)	VA
https://www.newegg.com/msi-mpg-275cqrxf-27-qhd-240-hz-rapid-va-metallic-black-rgb/p/N82E16824475412?recaptcha=pass	MSI MPG 275CQRXF 27-inch 2560 x 1440 (QHD) Computer Monitor, 240Hz, Adaptive-Sync, HDR Ready, HDMI, VGA Port, Display Port,VESA Mountable, Tilt, Speaker, 0.5ms, Black	$259.99	MSI	0.5ms (GTG)	240 Hz	2560 x 1440 (2K)	Rapid VA
https://www.newegg.com/samsung-ls27dg500enxza-27-qhd-180-hz-odyssey-g50d-fast-ips-black/p/N82E16824027313?recaptcha=pass	SAMSUNG 27" 180 Hz Fast IPS QHD(2560 x 1440) Gaming Monitor Nvidia G-Sync Compatible sRGB 99% Odyssey G50D LS27DG500ENXZA	$229.99	SAMSUNG	1ms (GTG)	180 Hz	2560 x 1440 (2K)	Fast IPS
https://www.newegg.com/msi-mag255xfv-25-fhd-250-hz-rapid-va-metallic-black/p/N82E16824475391?recaptcha=pass	MSI 25" 250 Hz Rapid VA FHD Gaming Monitor MAG255XFV	$129.99	MSI	0.5ms (GTG)	250 Hz	1920 x 1080	Rapid VA
https://www.newegg.com/msi-275cqrf-qd-e2-27-qhd-180-hz-mag-rapid-va-matte-black-rgb/p/N82E16824475418?recaptcha=pass	MSI 27" 180 Hz Rapid VA QHD Gaming Monitor Adaptive Sync 97% Adobe RGB 97% DCI-P3  150% sRGB MAG 275CQRF QD E2	$229.99	MSI	0.5ms (GTG)	180 Hz	2560 x 1440 (2K)	Rapid VA
https://www.newegg.com/asrock-phantom-gaming-pg27fft1b-27-fhd-180-hz-ips/p/N82E16824028008?recaptcha=pass	ASRock Phantom Gaming Monitor 27" 180 Hz IPS FHD FreeSync (AMD Adaptive Sync) 123% sRGB / 94% DCI-P3 PG27FFT1B	$94.77	ASRock Phantom Gaming	1ms (MPRT), 4ms (GtG)	180 Hz	1920 x 1080	IPS
https://www.newegg.com/msi-272urx-qd-oled-27-uhd-240-hz-mpg-black/p/N82E16824475467?recaptcha=pass	MSI 27" 240 Hz QD-OLED UHD Gaming Monitor 3840 x 2160 (4K) MPG 272URX QD-OLED	$994.23	MSI	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/acer-ed270u-p2bmiipx-27-qhd-170-hz-va-black/p/N82E16824011453?recaptcha=pass	Acer 27" 170 Hz VA QHD gaming monitor FreeSync Premium (AMD Adaptive Sync) 72% NTSC Nitro ED270U P2bmiipx	$149.99	Acer	1 ms	170 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/asrock-phantom-gaming-pgo27qfs-27-qhd-240-hz-oled-black/p/N82E16824946004?recaptcha=pass	ASRock Phantom Gaming Monitor 27" QHD (2560x1440) 240Hz Flat WOLED, 0.03ms (GTG), 99% DCI-P3 with 129% sRGB Color Space, 2xHDMI 2.1, 2xDisplayPort 1.4, 3xUSB, PGO27QFS	$549.00	ASRock Phantom Gaming	0.03 ms (GTG)	240 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/p/N82E16824026476?recaptcha=pass	LG 39GX90SA Curved Gaming Monitor 39" Ultragear WQHD (3440 x 1440) OLED 240Hz, 1ms, NVIDIA G-Sync Compatible, AMD FreeSync Premium, VESA DisplayHDR True Black 400, webOS, USB Type-C, White	$899.99	LG	0.03 ms	240 Hz	3440 x 1440	NaN
https://www.newegg.com/asus-xg27aq-w-27-wqhd-170-hz-rog-strix-fast-ips/p/N82E16824281183?recaptcha=pass	ASUS ROG Strix Gaming Monitor 27" 2560 x1440 1440P WQHD 2K Fast IPS, 170Hz Nvidia G-SYNC Compatible HDR400 White XG27AQ-W	$339.00	ASUS	1 ms (GTG)	170 Hz (OC)	2560 x 1440 (2K)	Fast IPS
https://www.newegg.com/msi-mag-321cupdf-31-5-160hz-uhd-320hz-fhd-rapid-va-metallic-black/p/N82E16824475480?recaptcha=pass	MSI 31.5" 160Hz UHD / 320Hz FHD Rapid VA UHD Gaming Monitor AMD Adaptive Sync 93% ADOBE RGB / 97% DCI-P3 / 136% sRGB (CIE1976 Standard) MAG 321CUPDF	$379.99	MSI	0.5ms (GTG)	160Hz UHD / 320Hz FHD	3840 x 2160 (4K)	Rapid VA
https://www.newegg.com/msi-mag-242c-24-fhd-180-hz-va-metallic-black/p/N82E16824475473?recaptcha=pass	MSI 24" (23.6" Viewable) 180 Hz VA FHD Gaming Monitor Adaptive Sync 89.9% ADOBE RGB / 91.5% DCI-P3 / 115.8% sRGB MAG 242C	$119.99	MSI	1ms (MPRT) / 4ms (GTG)	180 Hz	1920 x 1080	VA
https://www.newegg.com/msi-mag-271qp-qd-oled-x24-27-qhd-240-hz-metallic-black/p/N82E16824475469?recaptcha=pass	MSI Gaming Monitor 27" (26.5" Viewable) 240 Hz OLED WQHD Adaptive Sync MAG 271QP QD-OLED X24	$590.97	MSI	0.03ms (GTG)	240 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/gigabyte-mo34wqc2-34-wqhd-240-hz-oled-black/p/N82E16824012085?recaptcha=pass	GIGABYTE - MO34WQC2 (US) - 34" QD-OLED Curved Gaming Monitor - WQHD 3440x1440 - Curved - 240 Hz - 0.03ms GTG - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black	$699.99	GIGABYTE	0.03ms GTG	240 Hz	3440 x 1440 (2K)	OLED
https://www.newegg.com/samsung-ls34c502ganxza-34-uwqhd-100-hz-va-black/p/N82E16824027252?recaptcha=pass	SAMSUNG VIEWFINITY S5 34"  2K 3440 x 1440 WQHD 100Hz FreeSync HDR10, 21:9 Monitor for work and gaming LS34C502GANXZ	$329.99	SAMSUNG	5ms (GTG)	100 Hz	3440 x 1440 (2K)	VA
https://www.newegg.com/samsung-ls32dg302enxza-32-fhd-180-hz-odyssey-g3/p/N82E16824027340?recaptcha=pass	Samsung 32" Odyssey G3 (G30D) Gaming Monitor FHD 180Hz 1ms with Ergonomic Stand - LS32DG302ENXZA	$179.99	SAMSUNG	1 ms (MPRT)	180 Hz	1920 x 1080	NaN
https://www.newegg.com/msi-mpg-321curx-qd-oled-32-uhd-240-hz-metallic-black-rgb/p/N82E16824475451?recaptcha=pass	MSI 32" 240 Hz OLED UHD Gaming Monitor Adaptive Sync MPG 321CURX QD-OLED	$999.99	MSI	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/msi-g32c4x-32-fhd-250-hz-va/p/N82E16824475492?recaptcha=pass	MSI 32" 250 Hz Curved 1920x1080 VA FHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) 89.6% Adobe RGB / 91.1% DCI-P3 / 114.8% sRGB G32C4XS	$129.99	MSI	1ms (MPRT)	250 Hz	1920 x 1080	VA
https://www.newegg.com/msi-mag-321upx-qd-oled-32-uhd-240-hz-metallic-black/p/N82E16824475358?recaptcha=pass	MSI MAG 321UPX QD-OLED 32" 16:9, QD-OLED Gaming Monitor, 240Hz 0.03ms, 3840 x 2160 (UHD), Height Adjustable Arm	$899.00	MSI	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/acer-ed323qu-p1bmiipx-31-5-qhd-180-hz-nitro-va-black/p/N82E16824011512?recaptcha=pass	Acer Nitro ED323QU P1bmiipx 31.5" 1000R Curved WQHD (2560 x 1440) Zero Frame Gaming Monitor with AMD FreeSync Technology, Up to 180Hz, 1ms(VRB) - (1 x Display Port 1.4 & 2 x HDMI 2.0 Ports)	$204.99	Acer	1ms (VRB)	180 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/asrock-phantom-gaming-pg27qrt2a-27-qhd-hdmi-30-khz-230-khz-48-hz-144-hz-dp-30-khz-265-khz-48-hz-180-hz-va-black/p/N82E16824028013?recaptcha=pass	ASRock Phantom Gaming 27" 180Hz 1ms VA QHD Gaming Monitor FreeSync (AMD Adaptive Sync) 2560 x 1440 (PG27QRT2A)	$147.99	ASRock Phantom Gaming	1ms (MPRT)	180 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/samsung-odyssey-g55c-27-qhd-165-hz-va-black/p/N82E16824027311?recaptcha=pass	SAMSUNG 27-Inch Odyssey G55C Series QHD 1000R Curved Gaming Monitor, 1ms(MPRT), HDR10, 165Hz, AMD Radeon FreeSync, Eye Care, LS27CG552ENXZA	$299.99	SAMSUNG	1 ms (MPRT)	165 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/acer-xv275u-vymipruzx-27-wqhd-170-hz-nitro-ips-black/p/N82E16824011465?recaptcha=pass	Acer Nitro XV275U Vymipruzx Gaming Monitor 27" IPS WQHD 2560 x1440 170Hz Refresh Rate 1ms Response Time AMD FreeSync Premium Technology, Built-In KVM Switch, USB Type-C Port x1, Video Port x1	$169.99	Acer	1ms (typ.) / 0.5ms (GTG, Min.)	170 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/samsung-ls24dg302enxza-24-fhd-180-hz-odyssey-g3/p/N82E16824027338?recaptcha=pass	Samsung 24" Odyssey G3 (G30D) Gaming Monitor FHD 180Hz 1ms with Ergonomic Stand - LS24DG302ENXZA	$109.99	SAMSUNG	1 ms (MPRT)	180 Hz	1920 x 1080	NaN
https://www.newegg.com/msi-mag-276cxf-27-fhd-280-hz-rapid-va-metallic-black/p/N82E16824475431?recaptcha=pass	MSI 27" 280 Hz Rapid VA FHD Gaming Monitor Adaptive Sync MAG 276CXF	$159.99	MSI	0.5ms (GTG)	280 Hz	1920 x 1080	Rapid VA
https://www.newegg.com/msi-mag-274qf-x24-27-qhd-240-hz-rapid-ips-metallic-black/p/N82E16824475478?recaptcha=pass	MSI 27" 240 Hz Rapid IPS WQHD Gaming Monitor AMD Adaptive Sync MAG 274QF X24	$249.99	MSI	0.50 ms	240 Hz	2560 x 1440 (2K)	Rapid IPS
https://www.newegg.com/p/N82E16824475484?recaptcha=pass	MSI 24" 200 Hz Rapid IPS Gaming Monitor FreeSync (AMD Adaptive Sync) MAG 242F	$119.99	MSI	0.5ms (GTG)	200 Hz	1920 x 1080	Rapid IPS
https://www.newegg.com/msi-mag-321up-qd-oled-32-uhd-165-hz-metallic-black/p/N82E16824475398?recaptcha=pass	MSI 32" 165 Hz OLED UHD Gaming Monitor MAG 321UP QD-OLED	$799.99	MSI	0.03ms (GTG)	165 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/asrock-phantom-gaming-pg27qrt1b-27-qhd-180-hz-va-black/p/N82E16824028014?recaptcha=pass	ASRock Phantom Gaming Monitor 27" 180 Hz VA QHD FreeSync (AMD Adaptive Sync) 95% DCI-P3 / 132% sRGB PG27QRT1B	$147.99	ASRock Phantom Gaming	1ms (MPRT)	180 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/msi-mag275cqrf-qd-27-0-wqhd-170-hz-rapid-va-with-quantum-dot-metallic-black-rgb/p/N82E16824475309?recaptcha=pass	MSI 27" 170 Hz Rapid VA with Quantum Dot WQHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) 2560 x 1440 (2K) 94% Adobe RGB / 96% DCI-P3 / 127% sRGB MAG275CQRF QD	$219.99	MSI	1 ms (GTG)	170 Hz	2560 x 1440 (2K)	Rapid VA with Quantum Dot
https://www.newegg.com/lg-27gs60qc-b-27-qhd-180-hz-ultragear-va/p/N82E16824026416?recaptcha=pass	LG 27" 180 Hz VA QHD Gaming Monitor FreeSync (AMD Adaptive Sync) sRGB 99% (CIE1931) UltraGear 27GS60QC-B	$199.99	LG	1ms (GtG at Faster)	180 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/samsung-odyssey-g70d-27-uhd-144-hz-fast-ips-black/p/N82E16824027347?recaptcha=pass	Samsung 27" Odyssey G7 (G70D) Gaming Monitor 4K UHD IPS 144Hz 1ms(GtG) Smart Gaming Monitor, G-Sync Compatible, AMD Freesync Premium, Vivid Colors, Adjustable Stand, Black Equalizer, LS27DG702ENXZA	$699.99	SAMSUNG	1 ms GtG	144 Hz	3840 x 2160 (4K)	Fast IPS
https://www.newegg.com/asrock-phantom-gaming-pg27qrt1b-27-qhd-180-hz-va-black/p/N82E16824028015?recaptcha=pass	ASRock Phantom Curved Gaming Monitor 27" 280 Hz VA FHD 1ms FreeSync Premium (AMD Adaptive Sync) 93% DCI-P3 / 127% sRGB PG27FRS1A	$119.99	ASRock Phantom Gaming	1ms (MPRT)	280 Hz	1920 x 1080	VA
https://www.newegg.com/lg-32gx870a-b-32-uhd-480-hz-oled-black/p/N82E16824026469?recaptcha=pass	LG 32" UltraGear OLED 4K UHD (3840x2160)Gaming Monitor Dual-Mode, 240Hz, 0.03ms, Nvidia, AMD FreeSync Premium Pro, DCI-P3 98.5% 32GX870A-B	$999.99	LG	0.03 ms (GtG)	480 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/msi-mag-321cup-qd-oled-32-uhd-165-hz-metallic-black/p/N82E16824475453?recaptcha=pass	MSI 31.5" 180 Hz VA QHD Gaming Monitor Adaptive Sync MAG 325CQRF QD E2	$299.99	MSI	0.5ms (GTG)	180 Hz	2560 x 1440 (2K)	VA
https://www.newegg.com/p/N82E16824475483?recaptcha=pass	MSI 34" 180 Hz VA UWQHD Gaming Monitor FreeSync (AMD Adaptive Sync) MAG 346CQ	$289.99	MSI	1ms (MPRT) / 4ms (GTG)	180 Hz	3440 x 1440	VA
https://www.newegg.com/msi-mag-255f-e20-24-5-fhd-200-hz-rapid-ips-metallic-black/p/N82E16824475470?recaptcha=pass	MSI 25" (24.5") 200 Hz Rapid IPS FHD Gaming Monitor Adaptive Sync 83% ADOBE RGB / 79% DCI-P3 / 100% sRGB MAG 255F E20	$129.99	MSI	0.5ms (GtG, Min)	200 Hz	1920 x 1080	Rapid IPS
https://www.newegg.com/msi-mpg-491cqp-qd-oled-49-dqhd-144-hz/p/N82E16824475356?recaptcha=pass	MSI MPG 491CQP Gaming Monitor QD-OLED 49" 32:9 Curved 1800R, 144Hz 0.03ms, 5120 x 1440 (DQHD), Height Adjustable Arm, AI ENGINE	$849.99	MSI	0.03ms (GtG)	144 Hz	5120 x 1440	OLED
https://www.newegg.com/asrock-phantom-gaming-pg27ffx2a-27-fhd-520-hz-ips-black/p/N82E16824028017?recaptcha=pass	ASRock Phantom Gaming 27" 520 Hz IPS FHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) 94% DCI-P3 / 123% sRGB PG27FFX2A	$297.99	ASRock Phantom Gaming	1ms (GtG)	520 Hz	1920 x 1080	IPS
https://www.newegg.com/msi-mag-271qpx-qd-oled-27-qhd-360-hz-metallic-black/p/N82E16824475360?recaptcha=pass	MSI MAG 271QPX QD-OLED 27" 16:9, QD-OLED Gaming Monitor, 360Hz 0.03ms, 2560 x 1440 (WQHD), Height Adjustable Arm	$619.99	MSI	0.03ms (GTG)	360 Hz	2560 x 1440 (2K)	OLED
https://www.newegg.com/msi-mag-32cq6f-32-wqhd-180-hz-rapid-va-metallic-black/p/N82E16824475395?recaptcha=pass	MSI 32" 180 Hz Rapid VA WQHD Gaming Monitor 82% Adobe RGB / 78% DCI-P3 / 101% sRGB MAG 32CQ6F	$219.99	MSI	0.5ms (GtG, Min.)	180 Hz	2560 x 1440 (2K)	Rapid VA
https://www.newegg.com/acer-xf273u-f3bmiiprx-27-qhd-320-hz-nitro-ips-black/p/N82E16824011515?recaptcha=pass	Acer Nitro XF273U F3bmiiprx Gaming Monitor 27" WQHD (2560 x 1440) IPS with AMD FreeSync Premium Technology, 320Hz Refresh Rate, Up to 0.5ms, sRGB 99%, (2 x HDMI 2.1 Ports & 1 x Display Port 1.4)	$299.99	Acer	1ms (G to G) - Up to 0.5ms (G to G)	320 Hz	2560 x 1440 (2K)	IPS
https://www.newegg.com/msi-mpg-322urx-qd-oled-32-uhd-240-hz-metallic-black-rgb/p/N82E16824475463?recaptcha=pass	MSI 32" (31.5" Viewable) 240 Hz QD-OLED UHD Gaming Monitor FreeSync (AMD Adaptive Sync) 3840 x 2160 (4K),1xDisplay Port 2.1a, 2xHDMI 2.1 (UHD@240Hz),1xType C, MPG 322URX QD-OLED	$1,099.99	MSI	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/lg-45gx950a-b-45-wuhd-330-hz-oled-black/p/N82E16824026470?recaptcha=pass	LG 45" UltraGear™ OLED Gaming Monitor 5K2K WUHD 165Hz or WFHD Dual Mode 330Hz 0.03ms Nvidia G-sync Compatible DisplayPort 2.1 45GX950A-B	$1,996.99	LG	0.03 ms (GtG)	330 Hz	5120 x 2160 (5K)	OLED
https://www.newegg.com/msi-mpg-321urxw-qd-oled-32-uhd-240-hz-metallic-white-rgb/p/N82E16824475454?recaptcha=pass	MSI 32" 240 Hz OLED UHD Gaming Monitor Adaptive Sync MPG 321URXW QD-OLED	$979.99	MSI	0.03ms (GTG)	240 Hz	3840 x 2160 (4K)	OLED
https://www.newegg.com/msi-mag-244c-24-fhd-180-hz-va-metallic-black/p/N82E16824475472?recaptcha=pass	MSI Gaming Monitor 24" (23.6" Viewable) 180 Hz VA FHD Gaming Monitor Adaptive Sync 87% ADOBE RGB / 84% DCI-P3 / 105% sRGB MAG 244C	$119.99	MSI	1ms (MPRT) / 4ms (GTG)	180 Hz	1920 x 1080	VA
https://www.newegg.com/samsung-ls32bg852nnxgo-32-uhd-max-240-hz-odyssey-neo-g8-va/p/N82E16824027121?recaptcha=pass	SAMSUNG 32" Max 240 Hz VA UHD Gaming Monitor FreeSync Premium Pro (AMD Adaptive Sync) DCI-P3 95% HDMI, DisplayPort, USB, Audio Odyssey Neo G8 LS32BG852NNXGO	$1,299.99	SAMSUNG	1 ms (GTG)	Max 240 Hz	3840 x 2160 (4K)	VA
https://www.newegg.com/asus-xg27acmg-27-qhd-270-hz-rog-strix-fast-ips/p/N82E16824281323?recaptcha=pass	ASUS 27" 270 Hz Fast IPS QHD Gaming Monitor FreeSync Premium & G-Sync Compatible 95% DCI-P3, 125% sRGB ROG Strix XG27ACMG	$399.00	ASUS	1ms (GTG)	270 Hz	2560 x 1440 (2K)	Fast IPS
https://www.newegg.com/asus-xg27acg-w-27-qhd-180-hz-rog-strix-fast-ips-white/p/N82E16824281321?recaptcha=pass	ASUS ROG Strix 27" 1440P USB-C HDR Gaming Monitor (XG27ACG-W) - White, QHD, 180Hz, 1ms, Fast IPS, DCI-P3 95%, Extreme Low Motion Blur Sync, G-Sync Compatible, Tripod Socket, AI Gaming	$329.99	ASUS	1ms (GTG)	180 Hz	2560 x 1440 (2K)	Fast IPS
https://www.newegg.com/asrock-phantom-gaming-pg25fft-24-5-fhd-280-hz-ips-black/p/N82E16824028016?recaptcha=pass	ASRock Phantom Gaming Monitor 24.5" 180 Hz IPS FHD FreeSync (AMD Adaptive Sync) 94% DCI-P3 / 126% sRGB PG25FFT	$87.99	ASRock Phantom Gaming	1ms (GtG), 1ms (MPRT)	180 Hz	1920 x 1080	IPS
https://www.newegg.com/asrock-phantom-gaming-pg27fft1a-27-fhd-180-hz-ips/p/N82E16824028009?recaptcha=pass	ASRock Phantom Gaming Monitor 27" 180 Hz IPS FHD FreeSync (AMD Adaptive Sync) 123% sRGB / 94% DCI-P3 PG27FFT1A	$107.77	ASRock Phantom Gaming	1ms (MPRT), 4ms (GtG)	180 Hz	1920 x 1080	IPS
https://www.newegg.com/asus-xg32wcs-32-qhd-180-hz-rog-strix-fast-va/p/N82E16824281319?recaptcha=pass	ASUS ROG Strix 32" 1440P USB-C Curved HDR Gaming Monitor (XG32WCS) - QHD, 180Hz, 1ms, Fast VA, Extreme Low Motion Blur Sync, FreeSync, DisplayWidget, Tripod Socket, AI Technology	$299.00	ASUS	1ms (GTG)	180 Hz	2560 x 1440 (2K)	Fast VA
https://www.newegg.com/p/N82E16824027362?recaptcha=pass	Samsung 49" Odyssey G9 G91F Gaming Monitor DQHD 144Hz	$999.99	SAMSUNG	1ms (GTG)	144 Hz	5120 x 1440	VA
https://www.newegg.com/samsung-ls27dg302enxza-27-fhd-180-hz-odyssey-g3/p/N82E16824027339?recaptcha=pass	Samsung 27" Odyssey G3 (G30D) Gaming Monitor FHD 180Hz 1ms with Ergonomic Stand - LS27DG302ENXZA	$159.99	SAMSUNG	1 ms (MPRT)	180 Hz	1920 x 1080	VA
https://www.newegg.com/asus-vg27vh1b-27-fhd-165-hz-tuf-gaming-va-black/p/N82E16824281063?recaptcha=pass	ASUS TUF Gaming VG27VH1B 27" Curved Monitor, 1080P Full HD, 165Hz (Supports 144Hz), Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, 1ms MPRT, Eye Care, HDMI D-Sub	$190.00	ASUS	1 ms MPRT*1ms MPRT spec is based on internal testes. Response time may vary depending on test conditions	165 Hz (Max.)	1920 x 1080	VA
https://www.newegg.com/p/N82E16824027360?recaptcha=pass	SAMSUNG 27-inch Odyssey 3D G90XF Gaming Monitor, 4K, 165Hz, 1ms Response Time, AMD FreeSync Premium, Glasses-Free, Ergonomic Stand, LS27FG900XNXZA, 2025	$1,999.99	SAMSUNG	1ms (GTG)	165 Hz	3840 x 2160 (4K)	IPS
https://www.newegg.com/asus-vg259q3a-24-5-fhd-180-hz-tuf-gaming-ips/p/N82E16824281302?recaptcha=pass	ASUS TUF Gaming 25" (24.5" Viewable) 1080P Gaming Monitor (VG259Q3A) - FHD, 180Hz, 1ms, Fast IPS, Extreme Low Motion Blur, FreeSync, Variable Overdrive, Speakers, 99% sRGB, Shadow Boost	$169.99	ASUS	1ms (GTG)*	180 Hz	1920 x 1080	IPS
https://www.newegg.com/viewsonic-xg2431-24-fhd-240-hz-ips-black/p/N82E16824117068?recaptcha=pass	ViewSonic XG2431 Gaming Monitor 24" 1080p 240Hz 1ms with AMD FreeSync Premium, Advanced Ergonomics, Eye Care, HDMI and DisplayPort for Esports	$279.99	ViewSonic	1 ms	240 Hz	1920 x 1080	IPS
https://www.newegg.com/viewsonic-vx2718-2kpc-mhd-27-qhd-165-hz-va-black/p/N82E16824117047?recaptcha=pass	ViewSonic VX2718-2KPC-MHD Curved Gaming Monitor 27" WQHD 1440p 180Hz 1ms with Adaptive-Sync Eye Care HDMI and Display Port	$199.99	ViewSonic	1ms (MPRT)	180 Hz	2560 x 1440 (2K)	VA
